translated_text,Product Review,stopword_text,tokenised_text,normalise_text,stemming_text,lemma_text,POS_Tags,Sentiment_Rating
Kain Cun Saiz ikut saiz badan Biasa KALAU NAK LONGGAR SIKIT AMBIL SIZE BESAR SIKIT COLOR Bukan betul2 Maroon Tapi OK JE Suka Suka Terima kasih Penjual,5,Kain Cun Saiz ikut saiz badan Biasa KALAU NAK LONGGAR SIKIT AMBIL SIZE BESAR SIKIT COLOR Bukan betul2 Maroon Tapi OK JE Suka Suka Terima kasih Penjual,"['Kain', 'Cun', 'Saiz', 'ikut', 'saiz', 'badan', 'Biasa', 'KALAU', 'NAK', 'LONGGAR', 'SIKIT', 'AMBIL', 'SIZE', 'BESAR', 'SIKIT', 'COLOR', 'Bukan', 'betul2', 'Maroon', 'Tapi', 'OK', 'JE', 'Suka', 'Suka', 'Terima', 'kasih', 'Penjual']","['Kain', 'Cun', 'Saiz', 'ikut', 'saiz', 'badan', 'Biasa', 'KALAU', 'NAK', 'LONGGAR', 'SIKIT', 'AMBIL', 'SIZE', 'BESAR', 'SIKIT', 'COLOR', 'Bukan', 'betul2', 'Maroon', 'Tapi', 'OK', 'JE', 'Suka', 'Suka', 'Terima', 'kasih', 'Penjual']",kain cun saiz ikut saiz badan biasa kalau nak longgar sikit ambil size besar sikit color bukan betul2 maroon tapi ok je suka suka terima kasih jual,Kain Cun Saiz ikut saiz badan Biasa KALAU NAK LONGGAR SIKIT AMBIL SIZE BESAR SIKIT COLOR Bukan betul2 Maroon Tapi OK JE Suka Suka Terima kasih Penjual,"[('Kain', 'NNP'), ('Cun', 'NNP'), ('Saiz', 'NNP'), ('ikut', 'NN'), ('saiz', 'NN'), ('badan', 'NN'), ('Biasa', 'NNP'), ('KALAU', 'NNP'), ('NAK', 'NNP'), ('LONGGAR', 'NNP'), ('SIKIT', 'NNP'), ('AMBIL', 'NNP'), ('SIZE', 'NNP'), ('BESAR', 'NNP'), ('SIKIT', 'NNP'), ('COLOR', 'NNP'), ('Bukan', 'NNP'), ('betul2', 'NN'), ('Maroon', 'NNP'), ('Tapi', 'NNP'), ('OK', 'NNP'), ('JE', 'NNP'), ('Suka', 'NNP'), ('Suka', 'NNP'), ('Terima', 'NNP'), ('kasih', 'VBD'), ('Penjual', 'NNP')]",Positive
bj cantik penghantaran cepat semalam bayar hari sudah dapat tq penjual,5,bj cantik penghantaran cepat semalam bayar hari sudah dapat tq penjual,"['bj', 'cantik', 'penghantaran', 'cepat', 'semalam', 'bayar', 'hari', 'sudah', 'dapat', 'tq', 'penjual']","['bj', 'cantik', 'penghantaran', 'cepat', 'semalam', 'bayar', 'hari', 'sudah', 'dapat', 'terima kasih', 'penjual']",bj cantik hantar cepat malam bayar hari sudah dapat terima kasih jual,bj cantik penghantaran cepat semalam bayar hari sudah dapat terima kasih penjual,"[('bj', 'NN'), ('cantik', 'NN'), ('penghantaran', 'NN'), ('cepat', 'NN'), ('semalam', 'NN'), ('bayar', 'NN'), ('hari', 'NN'), ('sudah', 'NN'), ('dapat', 'NN'), ('terima', 'NN'), ('kasih', 'VBD'), ('penjual', 'JJ')]",Positive
Kualiti Cantik Baju Sesuai Dengan Ank Saya Penghantaran Pun Cepat,5,Kualiti Cantik Baju Sesuai Dengan Ank Saya Penghantaran Pun Cepat,"['Kualiti', 'Cantik', 'Baju', 'Sesuai', 'Dengan', 'Ank', 'Saya', 'Penghantaran', 'Pun', 'Cepat']","['Kualiti', 'Cantik', 'Baju', 'Sesuai', 'Dengan', 'Ank', 'Saya', 'Penghantaran', 'Pun', 'Cepat']",alit cantik baju sesuai dengan ank saya hantar pun cepat,Kualiti Cantik Baju Sesuai Dengan Ank Saya Penghantaran Pun Cepat,"[('Kualiti', 'NNP'), ('Cantik', 'NNP'), ('Baju', 'NNP'), ('Sesuai', 'NNP'), ('Dengan', 'NNP'), ('Ank', 'NNP'), ('Saya', 'NNP'), ('Penghantaran', 'NNP'), ('Pun', 'NNP'), ('Cepat', 'NNP')]",Positive
Fit Kualiti Baju Mantap Saiz Cun Cuma Pos Laju Je Tongk Berapa Nak Laju Seminggu Baru Sampai Kalau J T Selalu 2 Ke 3 Hari Sudah Sampai,5,Fit Kualiti Baju Mantap Saiz Cun Cuma Pos Laju Je Tongk Berapa Nak Laju Seminggu Baru Sampai Kalau J Selalu 2 Ke 3 Hari Sudah Sampai,"['Fit', 'Kualiti', 'Baju', 'Mantap', 'Saiz', 'Cun', 'Cuma', 'Pos', 'Laju', 'Je', 'Tongk', 'Berapa', 'Nak', 'Laju', 'Seminggu', 'Baru', 'Sampai', 'Kalau', 'J', 'T', 'Selalu', '2', 'Ke', '3', 'Hari', 'Sudah', 'Sampai']","['Fit', 'Kualiti', 'Baju', 'Mantap', 'Saiz', 'Cun', 'Cuma', 'Pos', 'Laju', 'Je', 'Tongk', 'Berapa', 'Nak', 'Laju', 'Seminggu', 'Baru', 'Sampai', 'Kalau', 'J', 'T', 'Selalu', '2', 'Ke', '3', 'Hari', 'Sudah', 'Sampai']",fit alit baju mantap saiz cun cuma pos laju je tongk berapa nak laju minggu baru sampai kalau j t selalu 2 ke 3 hari sudah sampai,Fit Kualiti Baju Mantap Saiz Cun Cuma Pos Laju Je Tongk Berapa Nak Laju Seminggu Baru Sampai Kalau J T Selalu 2 Ke 3 Hari Sudah Sampai,"[('Fit', 'NNP'), ('Kualiti', 'NNP'), ('Baju', 'NNP'), ('Mantap', 'NNP'), ('Saiz', 'NNP'), ('Cun', 'NNP'), ('Cuma', 'NNP'), ('Pos', 'NNP'), ('Laju', 'NNP'), ('Je', 'NNP'), ('Tongk', 'NNP'), ('Berapa', 'NNP'), ('Nak', 'NNP'), ('Laju', 'NNP'), ('Seminggu', 'NNP'), ('Baru', 'NNP'), ('Sampai', 'NNP'), ('Kalau', 'NNP'), ('J', 'NNP'), ('T', 'NNP'), ('Selalu', 'NNP'), ('2', 'CD'), ('Ke', 'NNP'), ('3', 'CD'), ('Hari', 'NNP'), ('Sudah', 'NNP'), ('Sampai', 'NNP')]",Positive
Penjual Baik Sangat Sangat Melayan Saya Yang Salah Beli Saiz Baju Anak Siap Pos Semula Terima KASIHHH Loudlycryingface KALAU TINK MELAYAL LAGI DUIT NAK BAJU BAJU BAJU BAJU PENGHANTARN PUN CEPAT TQTQTQ,5,Penjual Baik Sangat Sangat Melayan Saya Yang Salah Beli Saiz Baju Anak Siap Pos Semula Terima KASIHHH Loudlycryingface KALAU TINK MELAYAL LAGI DUIT NAK BAJU BAJU BAJU BAJU PENGHANTARN PUN CEPAT TQTQTQ,"['Penjual', 'Baik', 'Sangat', 'Sangat', 'Melayan', 'Saya', 'Yang', 'Salah', 'Beli', 'Saiz', 'Baju', 'Anak', 'Siap', 'Pos', 'Semula', 'Terima', 'KASIHHH', 'Loudlycryingface', 'KALAU', 'TINK', 'MELAYAL', 'LAGI', 'DUIT', 'NAK', 'BAJU', 'BAJU', 'BAJU', 'BAJU', 'PENGHANTARN', 'PUN', 'CEPAT', 'TQTQTQ']","['Penjual', 'Baik', 'Sangat', 'Sangat', 'Melayan', 'Saya', 'Yang', 'Salah', 'Beli', 'Saiz', 'Baju', 'Anak', 'Siap', 'Pos', 'Semula', 'Terima', 'KASIHHH', 'Loudlycryingface', 'KALAU', 'TINK', 'MELAYAL', 'LAGI', 'DUIT', 'NAK', 'BAJU', 'BAJU', 'BAJU', 'BAJU', 'PENGHANTARN', 'PUN', 'CEPAT', 'TQTQTQ']",jual baik sangat sangat layan saya yang salah beli saiz baju anak siap pos mula terima kasihhh loudlycryingface kalau tink melayal lagi duit nak baju baju baju baju penghantarn pun cepat tqtqtq,Penjual Baik Sangat Sangat Melayan Saya Yang Salah Beli Saiz Baju Anak Siap Pos Semula Terima KASIHHH Loudlycryingface KALAU TINK MELAYAL LAGI DUIT NAK BAJU BAJU BAJU BAJU PENGHANTARN PUN CEPAT TQTQTQ,"[('Penjual', 'JJ'), ('Baik', 'NNP'), ('Sangat', 'NNP'), ('Sangat', 'NNP'), ('Melayan', 'NNP'), ('Saya', 'NNP'), ('Yang', 'NNP'), ('Salah', 'NNP'), ('Beli', 'NNP'), ('Saiz', 'NNP'), ('Baju', 'NNP'), ('Anak', 'NNP'), ('Siap', 'NNP'), ('Pos', 'NNP'), ('Semula', 'NNP'), ('Terima', 'NNP'), ('KASIHHH', 'NNP'), ('Loudlycryingface', 'NNP'), ('KALAU', 'NNP'), ('TINK', 'NNP'), ('MELAYAL', 'NNP'), ('LAGI', 'NNP'), ('DUIT', 'NNP'), ('NAK', 'NNP'), ('BAJU', 'NNP'), ('BAJU', 'NNP'), ('BAJU', 'NNP'), ('BAJU', 'NNP'), ('PENGHANTARN', 'NNP'), ('PUN', 'NNP'), ('CEPAT', 'NNP'), ('TQTQTQ', 'NNP')]",Positive
Baju Cantik Labuh Tangan Je Panjang Sikit Tongk apa Boleh Lipat Atau Jahit Pengghantaran Je Slow Poslaju,5,Baju Cantik Labuh Tangan Je Panjang Sikit Tongk apa Boleh Lipat Atau Jahit Pengghantaran Je Slow Poslaju,"['Baju', 'Cantik', 'Labuh', 'Tangan', 'Je', 'Panjang', 'Sikit', 'Tongk', 'apa', 'Boleh', 'Lipat', 'Atau', 'Jahit', 'Pengghantaran', 'Je', 'Slow', 'Poslaju']","['Baju', 'Cantik', 'Labuh', 'Tangan', 'Je', 'Panjang', 'Sikit', 'Tongk', 'apa', 'Boleh', 'Lipat', 'Atau', 'Jahit', 'Pengghantaran', 'Je', 'Slow', 'Poslaju']",baju cantik labuh tangan je panjang sikit tongk apa boleh lipat atau jahit pengghantaran je slow poslaju,Baju Cantik Labuh Tangan Je Panjang Sikit Tongk apa Boleh Lipat Atau Jahit Pengghantaran Je Slow Poslaju,"[('Baju', 'NNP'), ('Cantik', 'NNP'), ('Labuh', 'NNP'), ('Tangan', 'NNP'), ('Je', 'NNP'), ('Panjang', 'NNP'), ('Sikit', 'NNP'), ('Tongk', 'NNP'), ('apa', 'VBZ'), ('Boleh', 'NNP'), ('Lipat', 'NNP'), ('Atau', 'NNP'), ('Jahit', 'NNP'), ('Pengghantaran', 'NNP'), ('Je', 'NNP'), ('Slow', 'NNP'), ('Poslaju', 'NNP')]",Positive
Baju Dah Sampai Kain Cantik Baju Fit2 Dengan Tuan Nya Cuma Penghantaran Laa Makan Masa,4,Baju Dah Sampai Kain Cantik Baju Fit2 Dengan Tuan Nya Cuma Penghantaran Laa Makan Masa,"['Baju', 'Dah', 'Sampai', 'Kain', 'Cantik', 'Baju', 'Fit2', 'Dengan', 'Tuan', 'Nya', 'Cuma', 'Penghantaran', 'Laa', 'Makan', 'Masa']","['Baju', 'Dah', 'Sampai', 'Kain', 'Cantik', 'Baju', 'Fit2', 'Dengan', 'Tuan', 'Nya', 'Cuma', 'Penghantaran', 'Laa', 'Makan', 'Masa']",baju dah sampai kain cantik baju fit2 dengan tuan nya cuma hantar laa makan masa,Baju Dah Sampai Kain Cantik Baju Fit2 Dengan Tuan Nya Cuma Penghantaran Laa Makan Masa,"[('Baju', 'NNP'), ('Dah', 'NNP'), ('Sampai', 'NNP'), ('Kain', 'NNP'), ('Cantik', 'NNP'), ('Baju', 'NNP'), ('Fit2', 'NNP'), ('Dengan', 'NNP'), ('Tuan', 'NNP'), ('Nya', 'NNP'), ('Cuma', 'NNP'), ('Penghantaran', 'NNP'), ('Laa', 'NNP'), ('Makan', 'NNP'), ('Masa', 'NNP')]",Positive
Senang Seluar Jenis Getah Ni Butang Baju Ni Pula Jenis Klip Je Memang Cantik Sangat Baju Ni Bahan Dia Breatble La Oklah Kalau Budak2 Tu Jenis Aktif Sampai Petang TQ Penjual TQ,5,Senang Seluar Jenis Getah Ni Butang Baju Ni Pula Jenis Klip Je Memang Cantik Sangat Baju Ni Bahan Dia Breatble La Oklah Kalau Budak2 Tu Jenis Aktif Sampai Petang TQ Penjual TQ,"['Senang', 'Seluar', 'Jenis', 'Getah', 'Ni', 'Butang', 'Baju', 'Ni', 'Pula', 'Jenis', 'Klip', 'Je', 'Memang', 'Cantik', 'Sangat', 'Baju', 'Ni', 'Bahan', 'Dia', 'Breatble', 'La', 'Oklah', 'Kalau', 'Budak2', 'Tu', 'Jenis', 'Aktif', 'Sampai', 'Petang', 'TQ', 'Penjual', 'TQ']","['Senang', 'Seluar', 'Jenis', 'Getah', 'Ni', 'Butang', 'Baju', 'Ni', 'Pula', 'Jenis', 'Klip', 'Je', 'Memang', 'Cantik', 'Sangat', 'Baju', 'Ni', 'Bahan', 'Dia', 'Breatble', 'La', 'Oklah', 'Kalau', 'Budak2', 'Tu', 'Jenis', 'Aktif', 'Sampai', 'Petang', 'TQ', 'Penjual', 'TQ']",senang seluar jenis getah ni butang baju ni pula jenis klip je memang cantik sangat baju ni bahan dia breatble la oklah kalau budak2 tu jenis aktif sampai petang tq jual tq,Senang Seluar Jenis Getah Ni Butang Baju Ni Pula Jenis Klip Je Memang Cantik Sangat Baju Ni Bahan Dia Breatble La Oklah Kalau Budak2 Tu Jenis Aktif Sampai Petang TQ Penjual TQ,"[('Senang', 'NNP'), ('Seluar', 'NNP'), ('Jenis', 'NNP'), ('Getah', 'NNP'), ('Ni', 'NNP'), ('Butang', 'NNP'), ('Baju', 'NNP'), ('Ni', 'NNP'), ('Pula', 'NNP'), ('Jenis', 'NNP'), ('Klip', 'NNP'), ('Je', 'NNP'), ('Memang', 'NNP'), ('Cantik', 'NNP'), ('Sangat', 'NNP'), ('Baju', 'NNP'), ('Ni', 'NNP'), ('Bahan', 'NNP'), ('Dia', 'NNP'), ('Breatble', 'NNP'), ('La', 'NNP'), ('Oklah', 'NNP'), ('Kalau', 'NNP'), ('Budak2', 'NNP'), ('Tu', 'NNP'), ('Jenis', 'NNP'), ('Aktif', 'NNP'), ('Sampai', 'NNP'), ('Petang', 'NNP'), ('TQ', 'NNP'), ('Penjual', 'NNP'), ('TQ', 'NNP')]",Positive
Penghantaran mengambil sedikit masa pesanan Lepas diletakkan barang -barang dengan selamat dibungkus dengan bungkus gelembung Kain sepadan dengan sen yang dibelanjakan,5,Penghantaran mengambil sedikit masa pesanan Lepas diletakkan barang -barang dengan selamat dibungkus dengan bungkus gelembung Kain sepadan dengan sen yang dibelanjakan,"['Penghantaran', 'mengambil', 'sedikit', 'masa', 'pesanan', 'Lepas', 'diletakkan', 'barang', '-barang', 'dengan', 'selamat', 'dibungkus', 'dengan', 'bungkus', 'gelembung', 'Kain', 'sepadan', 'dengan', 'sen', 'yang', 'dibelanjakan']","['Penghantaran', 'mengambil', 'sedikit', 'masa', 'pesanan', 'Lepas', 'diletakkan', 'barang', '-barang', 'dengan', 'selamat', 'dibungkus', 'dengan', 'bungkus', 'gelembung', 'Kain', 'sepadan', 'dengan', 'sen', 'yang', 'dibelanjakan']",hantar ambil sedikit masa pesan lepas letak barang -barang dengan selamat bungkus dengan bungkus gelembung kain padan dengan sen yang belanja,Penghantaran mengambil sedikit masa pesanan Lepas diletakkan barang -barang dengan selamat dibungkus dengan bungkus gelembung Kain sepadan dengan sen yang dibelanjakan,"[('Penghantaran', 'NNP'), ('mengambil', 'PRP'), ('sedikit', 'VBD'), ('masa', 'JJ'), ('pesanan', 'NN'), ('Lepas', 'NNP'), ('diletakkan', 'NN'), ('barang', 'NN'), ('-barang', 'NNP'), ('dengan', 'VBZ'), ('selamat', 'JJ'), ('dibungkus', 'NN'), ('dengan', 'NN'), ('bungkus', 'NN'), ('gelembung', 'NN'), ('Kain', 'NNP'), ('sepadan', 'NN'), ('dengan', 'NN'), ('sen', 'VBD'), ('yang', 'CD'), ('dibelanjakan', 'NN')]",Positive
Saya Perintah 3 Pasang Baju Tapi Yang Sampai Hanya 2 Pasang Sudah La Lama Tunggu Sekali Sampai Takda Sepasang Baju Pasti Nak Pakai Raya Tu Kecewa Sikit Cryingface Cryingface Cryingface Tapi Kain Puas Sangat,3,Saya Perintah 3 Pasang Baju Tapi Yang Sampai Hanya 2 Pasang Sudah La Lama Tunggu Sekali Sampai Takda Sepasang Baju Pasti Nak Pakai Raya Tu Kecewa Sikit Cryingface Cryingface Cryingface Tapi Kain Puas Sangat,"['Saya', 'Perintah', '3', 'Pasang', 'Baju', 'Tapi', 'Yang', 'Sampai', 'Hanya', '2', 'Pasang', 'Sudah', 'La', 'Lama', 'Tunggu', 'Sekali', 'Sampai', 'Takda', 'Sepasang', 'Baju', 'Pasti', 'Nak', 'Pakai', 'Raya', 'Tu', 'Kecewa', 'Sikit', 'Cryingface', 'Cryingface', 'Cryingface', 'Tapi', 'Kain', 'Puas', 'Sangat']","['Saya', 'Perintah', '3', 'Pasang', 'Baju', 'Tapi', 'Yang', 'Sampai', 'Hanya', '2', 'Pasang', 'Sudah', 'La', 'Lama', 'Tunggu', 'Sekali', 'Sampai', 'Takda', 'Sepasang', 'Baju', 'Pasti', 'Nak', 'Pakai', 'Raya', 'Tu', 'Kecewa', 'Sikit', 'Cryingface', 'Cryingface', 'Cryingface', 'Tapi', 'Kain', 'Puas', 'Sangat']",saya perintah 3 pasang baju tapi yang sampai hanya 2 pasang sudah la lama tunggu sekali sampai takda pasang baju pasti nak pakai raya tu kecewa sikit cryingface cryingface cryingface tapi kain puas sangat,Saya Perintah 3 Pasang Baju Tapi Yang Sampai Hanya 2 Pasang Sudah La Lama Tunggu Sekali Sampai Takda Sepasang Baju Pasti Nak Pakai Raya Tu Kecewa Sikit Cryingface Cryingface Cryingface Tapi Kain Puas Sangat,"[('Saya', 'NNP'), ('Perintah', 'NNP'), ('3', 'CD'), ('Pasang', 'NNP'), ('Baju', 'NNP'), ('Tapi', 'NNP'), ('Yang', 'NNP'), ('Sampai', 'NNP'), ('Hanya', 'NNP'), ('2', 'CD'), ('Pasang', 'NNP'), ('Sudah', 'NNP'), ('La', 'NNP'), ('Lama', 'NNP'), ('Tunggu', 'NNP'), ('Sekali', 'NNP'), ('Sampai', 'NNP'), ('Takda', 'NNP'), ('Sepasang', 'NNP'), ('Baju', 'NNP'), ('Pasti', 'NNP'), ('Nak', 'NNP'), ('Pakai', 'NNP'), ('Raya', 'NNP'), ('Tu', 'NNP'), ('Kecewa', 'NNP'), ('Sikit', 'NNP'), ('Cryingface', 'NNP'), ('Cryingface', 'NNP'), ('Cryingface', 'NNP'), ('Tapi', 'NNP'), ('Kain', 'NNP'), ('Puas', 'NNP'), ('Sangat', 'NNP')]",Neutral
Saiz Fit Dengan Saya Dan Akain Kain Cantik Dan Jahitan Kemas akan membeli lagi TQ,5,Saiz Fit Dengan Saya Dan Akain Kain Cantik Dan Jahitan Kemas akan membeli lagi TQ,"['Saiz', 'Fit', 'Dengan', 'Saya', 'Dan', 'Akain', 'Kain', 'Cantik', 'Dan', 'Jahitan', 'Kemas', 'akan', 'membeli', 'lagi', 'TQ']","['Saiz', 'Fit', 'Dengan', 'Saya', 'Dan', 'Akain', 'Kain', 'Cantik', 'Dan', 'Jahitan', 'Kemas', 'akan', 'membeli', 'lagi', 'TQ']",saiz fit dengan saya dan akain kain cantik dan jahit kemas akan beli lagi tq,Saiz Fit Dengan Saya Dan Akain Kain Cantik Dan Jahitan Kemas akan membeli lagi TQ,"[('Saiz', 'NNP'), ('Fit', 'NNP'), ('Dengan', 'NNP'), ('Saya', 'NNP'), ('Dan', 'NNP'), ('Akain', 'NNP'), ('Kain', 'NNP'), ('Cantik', 'NNP'), ('Dan', 'NNP'), ('Jahitan', 'NNP'), ('Kemas', 'NNP'), ('akan', 'JJ'), ('membeli', 'NN'), ('lagi', 'NN'), ('TQ', 'NNP')]",Positive
Anak Saya Nak Masuk 6 Tahun Saya Ambik Saiz 7 8 Memang Fit2 Nasib Tarik Ambik Saiz 5 6 Sebab Badan Dia Tinggi Kain Cantik Jahitan Kemas Penyampaian Laju Semalam Sampai Dah Harini Tq Penjual Terbaikk,5,Anak Saya Nak Masuk 6 Tahun Saya Ambik Saiz 7 8 Memang Fit2 Nasib Tarik Ambik Saiz 5 6 Sebab Badan Dia Tinggi Kain Cantik Jahitan Kemas Penyampaian Laju Semalam Sampai Dah Harini Tq Penjual Terbaikk,"['Anak', 'Saya', 'Nak', 'Masuk', '6', 'Tahun', 'Saya', 'Ambik', 'Saiz', '7', '8', 'Memang', 'Fit2', 'Nasib', 'Tarik', 'Ambik', 'Saiz', '5', '6', 'Sebab', 'Badan', 'Dia', 'Tinggi', 'Kain', 'Cantik', 'Jahitan', 'Kemas', 'Penyampaian', 'Laju', 'Semalam', 'Sampai', 'Dah', 'Harini', 'Tq', 'Penjual', 'Terbaikk']","['Anak', 'Saya', 'Nak', 'Masuk', '6', 'Tahun', 'Saya', 'Ambik', 'Saiz', '7', '8', 'Memang', 'Fit2', 'Nasib', 'Tarik', 'Ambik', 'Saiz', '5', '6', 'Sebab', 'Badan', 'Dia', 'Tinggi', 'Kain', 'Cantik', 'Jahitan', 'Kemas', 'Penyampaian', 'Laju', 'Semalam', 'Sampai', 'Dah', 'Harini', 'Tq', 'Penjual', 'Terbaikk']",anak saya nak masuk 6 tahun saya ambik saiz 7 8 memang fit2 nasib tarik ambik saiz 5 6 sebab badan dia tinggi kain cantik jahit kemas sampai laju malam sampai dah harini tq jual terbaikk,Anak Saya Nak Masuk 6 Tahun Saya Ambik Saiz 7 8 Memang Fit2 Nasib Tarik Ambik Saiz 5 6 Sebab Badan Dia Tinggi Kain Cantik Jahitan Kemas Penyampaian Laju Semalam Sampai Dah Harini Tq Penjual Terbaikk,"[('Anak', 'NNP'), ('Saya', 'NNP'), ('Nak', 'NNP'), ('Masuk', 'NNP'), ('6', 'CD'), ('Tahun', 'NNP'), ('Saya', 'NNP'), ('Ambik', 'NNP'), ('Saiz', 'NNP'), ('7', 'CD'), ('8', 'CD'), ('Memang', 'NNP'), ('Fit2', 'NNP'), ('Nasib', 'NNP'), ('Tarik', 'NNP'), ('Ambik', 'NNP'), ('Saiz', 'NNP'), ('5', 'CD'), ('6', 'CD'), ('Sebab', 'NNP'), ('Badan', 'NNP'), ('Dia', 'NNP'), ('Tinggi', 'NNP'), ('Kain', 'NNP'), ('Cantik', 'NNP'), ('Jahitan', 'NNP'), ('Kemas', 'NNP'), ('Penyampaian', 'NNP'), ('Laju', 'NNP'), ('Semalam', 'NNP'), ('Sampai', 'NNP'), ('Dah', 'NNP'), ('Harini', 'NNP'), ('Tq', 'NNP'), ('Penjual', 'NNP'), ('Terbaikk', 'NNP')]",Positive
Terbaik Kain Dan Memotong Sama Macam Pengukuran MUAT DENGAN AAK 5 TAHUN,5,Terbaik Kain Dan Memotong Sama Macam Pengukuran MUAT DENGAN AAK 5 TAHUN,"['Terbaik', 'Kain', 'Dan', 'Memotong', 'Sama', 'Macam', 'Pengukuran', 'MUAT', 'DENGAN', 'AAK', '5', 'TAHUN']","['Terbaik', 'Kain', 'Dan', 'Memotong', 'Sama', 'Macam', 'Pengukuran', 'MUAT', 'DENGAN', 'AAK', '5', 'TAHUN']",baik kain dan potong sama macam ukur muat dengan aak 5 tahun,Terbaik Kain Dan Memotong Sama Macam Pengukuran MUAT DENGAN AAK 5 TAHUN,"[('Terbaik', 'NNP'), ('Kain', 'NNP'), ('Dan', 'NNP'), ('Memotong', 'NNP'), ('Sama', 'NNP'), ('Macam', 'NNP'), ('Pengukuran', 'NNP'), ('MUAT', 'NNP'), ('DENGAN', 'NNP'), ('AAK', 'NNP'), ('5', 'CD'), ('TAHUN', 'NNP')]",Positive
Kain Lembut Dan Selesa Butang Jenis Snap Mudah Pakai Warna Tepat Gold Mustard Yang Bestnya Pengukuran Sangat Tepat Anak2 Padan,5,Kain Lembut Dan Selesa Butang Jenis Snap Mudah Pakai Warna Tepat Gold Mustard Yang Bestnya Pengukuran Sangat Tepat Anak2 Padan,"['Kain', 'Lembut', 'Dan', 'Selesa', 'Butang', 'Jenis', 'Snap', 'Mudah', 'Pakai', 'Warna', 'Tepat', 'Gold', 'Mustard', 'Yang', 'Bestnya', 'Pengukuran', 'Sangat', 'Tepat', 'Anak2', 'Padan']","['Kain', 'Lembut', 'Dan', 'Selesa', 'Butang', 'Jenis', 'Snap', 'Mudah', 'Pakai', 'Warna', 'Tepat', 'Gold', 'Mustard', 'Yang', 'Bestnya', 'Pengukuran', 'Sangat', 'Tepat', 'Anak2', 'Padan']",kain lembut dan selesa butang jenis snap mudah pakai warna tepat gold mustard yang bestnya ukur sangat tepat anak2 padan,Kain Lembut Dan Selesa Butang Jenis Snap Mudah Pakai Warna Tepat Gold Mustard Yang Bestnya Pengukuran Sangat Tepat Anak2 Padan,"[('Kain', 'NNP'), ('Lembut', 'NNP'), ('Dan', 'NNP'), ('Selesa', 'NNP'), ('Butang', 'NNP'), ('Jenis', 'NNP'), ('Snap', 'NNP'), ('Mudah', 'NNP'), ('Pakai', 'NNP'), ('Warna', 'NNP'), ('Tepat', 'NNP'), ('Gold', 'NNP'), ('Mustard', 'NNP'), ('Yang', 'NNP'), ('Bestnya', 'NNP'), ('Pengukuran', 'NNP'), ('Sangat', 'NNP'), ('Tepat', 'NNP'), ('Anak2', 'NNP'), ('Padan', 'NNP')]",Positive
Baju cantik pemotongan ok warna sama macam dalam gambar kain macam keras sikit tapi teripu elok bila pakai harap lepas basuh ok dapat,5,Baju cantik pemotongan ok warna sama macam dalam gambar kain macam keras sikit tapi teripu elok bila pakai harap lepas basuh ok dapat,"['Baju', 'cantik', 'pemotongan', 'ok', 'warna', 'sama', 'macam', 'dalam', 'gambar', 'kain', 'macam', 'keras', 'sikit', 'tapi', 'teripu', 'elok', 'bila', 'pakai', 'harap', 'lepas', 'basuh', 'ok', 'dapat']","['Baju', 'cantik', 'pemotongan', 'ok', 'warna', 'sama', 'macam', 'dalam', 'gambar', 'kain', 'macam', 'keras', 'sikit', 'tetapi', 'teripu', 'elok', 'bila', 'pakai', 'harap', 'lepas', 'basuh', 'ok', 'dapat']",baju cantik potong ok warna sama macam dalam gambar kain macam keras sikit tetapi teripu elok bila pakai harap lepas basuh ok dapat,Baju cantik pemotongan ok warna sama macam dalam gambar kain macam kera sikit tetapi teripu elok bila pakai harap lepas basuh ok dapat,"[('Baju', 'NNP'), ('cantik', 'NN'), ('pemotongan', 'VBD'), ('ok', 'JJ'), ('warna', 'JJ'), ('sama', 'NN'), ('macam', 'NN'), ('dalam', 'NN'), ('gambar', 'NN'), ('kain', 'NN'), ('macam', 'NN'), ('kera', 'NN'), ('sikit', 'NN'), ('tetapi', 'NN'), ('teripu', 'NN'), ('elok', 'NN'), ('bila', 'NN'), ('pakai', 'NN'), ('harap', 'NN'), ('lepas', 'NN'), ('basuh', 'NN'), ('ok', 'JJ'), ('dapat', 'NN')]",Positive
Kain Sangat Selesa Dan Ukuran Terlah Elok Puas Hati Sangat Penghantaran Pn Sangat Laju,5,Kain Sangat Selesa Dan Ukuran Terlah Elok Puas Hati Sangat Penghantaran Pn Sangat Laju,"['Kain', 'Sangat', 'Selesa', 'Dan', 'Ukuran', 'Terlah', 'Elok', 'Puas', 'Hati', 'Sangat', 'Penghantaran', 'Pn', 'Sangat', 'Laju']","['Kain', 'Sangat', 'Selesa', 'Dan', 'Ukuran', 'Terlah', 'Elok', 'Puas', 'Hati', 'Sangat', 'Penghantaran', 'Pn', 'Sangat', 'Laju']",kain sangat selesa dan ukur ter elok puas hati sangat hantar pn sangat laju,Kain Sangat Selesa Dan Ukuran Terlah Elok Puas Hati Sangat Penghantaran Pn Sangat Laju,"[('Kain', 'NNP'), ('Sangat', 'NNP'), ('Selesa', 'NNP'), ('Dan', 'NNP'), ('Ukuran', 'NNP'), ('Terlah', 'NNP'), ('Elok', 'NNP'), ('Puas', 'NNP'), ('Hati', 'NNP'), ('Sangat', 'NNP'), ('Penghantaran', 'NNP'), ('Pn', 'NNP'), ('Sangat', 'NNP'), ('Laju', 'NNP')]",Positive
